reporting_period,organisation,sector,feedback_category,Feedback_channel,status,District,SubDistrict,location,LAT,LON
Mar/19,CARE,Other Sectors,Thank you note,Suggestion Box,Closed,Sigi,Sigi Biromaru,,-0.9921679,119.970832
Mar/19,CARE,Other Sectors,Thank you note,Suggestion Box,Closed,Sigi,Sigi Biromaru,,-0.9921679,119.970832
Mar/19,CARE,Relief,Request for Assistances,Suggestion Box,Closed,Sigi,Sigi Biromaru,,-0.9921679,119.970832
Mar/19,CARE,Water and Sanitation,Request for Assistances,Suggestion Box,Closed,Sigi,Sigi Biromaru,,-0.9921679,119.970832
Mar/19,CARE,Relief,Request for Assistances,Suggestion Box,Closed,Sigi,Sigi Biromaru,,-0.9921679,119.970832
Mar/19,CARE,Relief,Request for Assistances,Suggestion Box,Closed,Sigi,Sigi Biromaru,,-0.9921679,119.970832
Mar/19,CARE,Other Sectors,Request for Assistances,Suggestion Box,Closed,Sigi,Sigi Biromaru,,-0.9921679,119.970832
Mar/19,CARE,Other Sectors,Thank you note,Suggestion Box,Closed,Sigi,Sigi Biromaru,,-0.9921679,119.970832
Mar/19,CARE,Other Sectors,Thank you note,Suggestion Box,Closed,Sigi,Sigi Biromaru,,-0.9921679,119.970832
Mar/19,CARE,Other Sectors,Thank you note,Suggestion Box,Closed,Sigi,Sigi Biromaru,,-0.9921679,119.970832
Mar/19,CARE,Other Sectors,Thank you note,Suggestion Box,Closed,Sigi,Sigi Biromaru,,-0.9921679,119.970832
Mar/19,CARE,Other Sectors,Thank you note,Suggestion Box,Closed,Sigi,Sigi Biromaru,,-0.9921679,119.970832
Mar/19,CARE,Other Sectors,Thank you note,Suggestion Box,Closed,Sigi,Sigi Biromaru,,-0.9921679,119.970832
Mar/19,CARE,Other Sectors,Thank you note,Suggestion Box,Closed,Sigi,Sigi Biromaru,,-0.9921679,119.970832
Mar/19,CARE,Relief,Request for Assistances,Suggestion Box,Closed,Sigi,Sigi Biromaru,,-0.9921679,119.970832
Mar/19,CARE,Other Sectors,Thank you note,Suggestion Box,Closed,Sigi,Sigi Biromaru,,-0.9921679,119.970832
Mar/19,CARE,Food Security and Livelihoods,Request for Assistances,Suggestion Box,Closed,Sigi,Sigi Biromaru,,-0.9921679,119.970832
Apr/19,CARE,Cash Assistance ,Request for Assistances,Face to face,Closed,Sigi,Sigi Biromaru,,-0.9921679,119.970832
Apr/19,CARE,Relief,Request for Assistances,Face to face,Closed,Sigi,Sigi Biromaru,,-0.9921679,119.970832
Apr/19,CARE,Water and Sanitation,Request for Assistances,Face to face,Closed,Sigi,Sigi Biromaru,,-0.9921679,119.970832
Apr/19,CARE,Food Security and Livelihoods,Request for Assistances,Face to face,Closed,Sigi,Sigi Biromaru,,-0.9921679,119.970832
Apr/19,CARE,Water and Sanitation,Request for Assistances,Suggestion Box,Closed,Sigi,Dolo Selatan,,-1.265581,119.840955
Apr/19,CARE,Water and Sanitation,Information/Report,Suggestion Box,Closed,Sigi,Dolo Selatan,,-1.265581,119.840955
Apr/19,CARE,Cash Assistance ,Information/Report,Suggestion Box,Closed,Sigi,Dolo Selatan,,-1.265581,119.840955
Apr/19,CARE,Cash Assistance ,Request for Assistances,Suggestion Box,Closed,Sigi,Dolo Selatan,,-1.265581,119.840955
Apr/19,CARE,Food Security and Livelihoods,Request for Assistances,Suggestion Box,Closed,Sigi,Dolo Selatan,,-1.265581,119.840955
Apr/19,CARE,Relief,Request for Assistances,Suggestion Box,Closed,Sigi,Dolo Selatan,,-1.265581,119.840955
Apr/19,CARE,Relief,Request for Assistances,Suggestion Box,Closed,Sigi,Dolo Selatan,,-1.265581,119.840955
Apr/19,CARE,Relief,Request for Assistances,Suggestion Box,Closed,Sigi,Dolo Selatan,,-1.265581,119.840955
Apr/19,CARE,Relief,Request for Assistances,Suggestion Box,Closed,Sigi,Dolo Selatan,,-1.265581,119.840955
Apr/19,CARE,Food Security and Livelihoods,Request for Assistances,Suggestion Box,Closed,Sigi,Dolo Selatan,,-1.265581,119.840955
Apr/19,CARE,Relief,Request for Assistances,Suggestion Box,Closed,Sigi,Dolo Selatan,,-1.265581,119.840955
Apr/19,CARE,Food Security and Livelihoods,Request for Assistances,Suggestion Box,Closed,Sigi,Dolo Selatan,,-1.265581,119.840955
Apr/19,CARE,Relief,Request for Assistances,Suggestion Box,Closed,Sigi,Dolo Selatan,,-1.265581,119.840955
Apr/19,CARE,Food Security and Livelihoods,Request for Assistances,Suggestion Box,Closed,Sigi,Dolo Selatan,,-1.265581,119.840955
Apr/19,CARE,Relief,Request for Assistances,Suggestion Box,Closed,Sigi,Dolo Selatan,,-1.265581,119.840955
Apr/19,CARE,Relief,Request for Assistances,Suggestion Box,Closed,Sigi,Dolo Selatan,,-1.265581,119.840955
Apr/19,CARE,Relief,Request for Assistances,Suggestion Box,Closed,Sigi,Dolo Selatan,,-1.265581,119.840955
Apr/19,CARE,Relief,Request for Assistances,Suggestion Box,Closed,Sigi,Dolo Selatan,,-1.265581,119.840955
Apr/19,CARE,Relief,Request for Assistances,Suggestion Box,Closed,Sigi,Dolo Selatan,,-1.265581,119.840955
Apr/19,CARE,Relief,Request for Assistances,Suggestion Box,Closed,Sigi,Dolo Selatan,,-1.265581,119.840955
Apr/19,CARE,Relief,Request for Assistances,Suggestion Box,Closed,Sigi,Dolo Selatan,,-1.265581,119.840955
Apr/19,CARE,Food Security and Livelihoods,Request for Assistances,Suggestion Box,Closed,Sigi,Dolo Selatan,,-1.265581,119.840955
Apr/19,CARE,Relief,Request for Assistances,Suggestion Box,Closed,Sigi,Dolo Selatan,,-1.265581,119.840955
Apr/19,CARE,Other Sectors,Thank you note,Suggestion Box,Closed,Sigi,Dolo Selatan,,-1.265581,119.840955
Apr/19,CARE,Other Sectors,Thank you note,Suggestion Box,Closed,Sigi,Dolo Selatan,,-1.265581,119.840955
Apr/19,CARE,Relief,Request for Assistances,Suggestion Box,Closed,Sigi,Dolo Selatan,,-1.265581,119.840955
Apr/19,CARE,Other Sectors,Thank you note,Suggestion Box,Closed,Sigi,Dolo Selatan,,-1.265581,119.840955
Apr/19,CARE,Relief,Request for Assistances,Suggestion Box,Closed,Sigi,Dolo Selatan,,-1.265581,119.840955
Apr/19,CARE,Relief,Request for Assistances,Suggestion Box,Closed,Sigi,Dolo Selatan,,-1.265581,119.840955
Apr/19,CARE,Other Sectors,Thank you note,Suggestion Box,Closed,Sigi,Dolo Selatan,,-1.265581,119.840955
Apr/19,CARE,Other Sectors,Thank you note,Suggestion Box,Closed,Sigi,Dolo Selatan,,-1.265581,119.840955
Apr/19,CARE,Cash Assistance ,Information/Report,Suggestion Box,Closed,Sigi,Dolo Selatan,,-1.265581,119.840955
Apr/19,CARE,Other Sectors,Thank you note,Suggestion Box,Closed,Sigi,Dolo Selatan,,-1.265581,119.840955
Apr/19,CARE,Other Sectors,Thank you note,Suggestion Box,Closed,Sigi,Dolo Selatan,,-1.265581,119.840955
Apr/19,CARE,Other Sectors,Thank you note,Suggestion Box,Closed,Sigi,Dolo Selatan,,-1.265581,119.840955
Apr/19,CARE,Other Sectors,Thank you note,Suggestion Box,Closed,Sigi,Dolo Selatan,,-1.265581,119.840955
Apr/19,CARE,Relief,Request for Assistances,Suggestion Box,Closed,Sigi,Dolo Selatan,,-1.265581,119.840955
Apr/19,CARE,Other Sectors,Thank you note,Suggestion Box,Closed,Sigi,Dolo Selatan,,-1.265581,119.840955
Apr/19,CARE,Relief,Request for Assistances,Suggestion Box,Closed,Sigi,Dolo Selatan,,-1.265581,119.840955
Apr/19,CARE,Other Sectors,Thank you note,Suggestion Box,Closed,Sigi,Dolo Selatan,,-1.265581,119.840955
Apr/19,CARE,Other Sectors,Thank you note,Suggestion Box,Closed,Sigi,Dolo Selatan,,-1.265581,119.840955
Apr/19,CARE,Other Sectors,Thank you note,Suggestion Box,Closed,Sigi,Dolo Selatan,,-1.265581,119.840955
Apr/19,CARE,Other Sectors,Thank you note,Suggestion Box,Closed,Sigi,Dolo Selatan,,-1.265581,119.840955
Apr/19,CARE,Other Sectors,Thank you note,Suggestion Box,Closed,Sigi,Dolo Selatan,,-1.265581,119.840955
Apr/19,CARE,Other Sectors,Thank you note,Suggestion Box,Closed,Sigi,Dolo Selatan,,-1.265581,119.840955
Apr/19,CARE,Other Sectors,Thank you note,Suggestion Box,Closed,Sigi,Dolo Selatan,,-1.265581,119.840955
Apr/19,CARE,Relief,Request for Assistances,Suggestion Box,Closed,Sigi,Dolo Selatan,,-1.265581,119.840955
Apr/19,CARE,Relief,Request for Assistances,Suggestion Box,Closed,Sigi,Dolo Selatan,,-1.265581,119.840955
Apr/19,CARE,Relief,Request for Assistances,Suggestion Box,Closed,Sigi,Dolo Selatan,,-1.265581,119.840955
Apr/19,CARE,Relief,Request for Assistances,Suggestion Box,Closed,Sigi,Dolo Selatan,,-1.265581,119.840955
Apr/19,CARE,Other Sectors,Thank you note,Suggestion Box,Closed,Sigi,Dolo Selatan,,-1.265581,119.840955
Apr/19,CARE,Relief,Request for Assistances,Suggestion Box,Closed,Sigi,Dolo Selatan,,-1.265581,119.840955
Apr/19,CARE,Other Sectors,Thank you note,Suggestion Box,Closed,Sigi,Dolo Selatan,,-1.265581,119.840955
Apr/19,CARE,Cash Assistance ,Request for Assistances,Suggestion Box,Closed,Sigi,Dolo Selatan,,-1.265581,119.840955
Apr/19,CARE,Other Sectors,Thank you note,Suggestion Box,Closed,Sigi,Dolo Selatan,,-1.265581,119.840955
Apr/19,CARE,Other Sectors,Thank you note,Suggestion Box,Closed,Sigi,Dolo Selatan,,-1.265581,119.840955
Apr/19,CARE,Other Sectors,Thank you note,Suggestion Box,Closed,Sigi,Dolo Selatan,,-1.265581,119.840955
Apr/19,CARE,Other Sectors,Thank you note,Suggestion Box,Closed,Sigi,Dolo Selatan,,-1.265581,119.840955
Apr/19,CARE,Other Sectors,Thank you note,Suggestion Box,Closed,Sigi,Dolo Selatan,,-1.265581,119.840955
Apr/19,CARE,Other Sectors,Thank you note,Suggestion Box,Closed,Sigi,Dolo Selatan,,-1.265581,119.840955
Apr/19,CARE,Other Sectors,Thank you note,Suggestion Box,Closed,Sigi,Dolo Selatan,,-1.265581,119.840955
Apr/19,CARE,Other Sectors,Thank you note,Suggestion Box,Closed,Sigi,Dolo Selatan,,-1.265581,119.840955
Apr/19,CARE,Other Sectors,Thank you note,Suggestion Box,Closed,Sigi,Dolo Selatan,,-1.265581,119.840955
Apr/19,CARE,Other Sectors,Thank you note,Suggestion Box,Closed,Sigi,Dolo Selatan,,-1.265581,119.840955
Apr/19,CARE,Other Sectors,Thank you note,Suggestion Box,Closed,Sigi,Dolo Selatan,,-1.265581,119.840955
Apr/19,CARE,Other Sectors,Thank you note,Suggestion Box,Closed,Sigi,Dolo Selatan,,-1.265581,119.840955
Apr/19,CARE,Other Sectors,Thank you note,Suggestion Box,Closed,Sigi,Dolo Selatan,,-1.265581,119.840955
Apr/19,CARE,Other Sectors,Thank you note,Suggestion Box,Closed,Sigi,Dolo Selatan,,-1.265581,119.840955
Apr/19,CARE,Other Sectors,Thank you note,Suggestion Box,Closed,Sigi,Dolo Selatan,,-1.265581,119.840955
Apr/19,CARE,Other Sectors,Thank you note,Suggestion Box,Closed,Sigi,Dolo Selatan,,-1.265581,119.840955
Apr/19,CARE,Other Sectors,Thank you note,Suggestion Box,Closed,Sigi,Dolo Selatan,,-1.265581,119.840955
Apr/19,CARE,Other Sectors,Thank you note,Suggestion Box,Closed,Sigi,Dolo Selatan,,-1.265581,119.840955
Apr/19,CARE,Other Sectors,Thank you note,Suggestion Box,Closed,Sigi,Dolo Selatan,,-1.265581,119.840955
Apr/19,CARE,Other Sectors,Thank you note,Suggestion Box,Closed,Sigi,Dolo Selatan,,-1.265581,119.840955
Apr/19,CARE,Other Sectors,Thank you note,Suggestion Box,Closed,Sigi,Dolo Selatan,,-1.265581,119.840955
Apr/19,CARE,Other Sectors,Thank you note,Suggestion Box,Closed,Sigi,Dolo Selatan,,-1.265581,119.840955
Apr/19,CARE,Cash Assistance ,Information/Report,Suggestion Box,Closed,Sigi,Dolo Selatan,,-1.265581,119.840955
Apr/19,CARE,Cash Assistance ,Information/Report,Suggestion Box,Closed,Sigi,Dolo Selatan,,-1.265581,119.840955
Apr/19,CARE,Other Sectors,Thank you note,Suggestion Box,Closed,Sigi,Dolo Selatan,,-1.265581,119.840955
Apr/19,CARE,Other Sectors,Thank you note,Suggestion Box,Closed,Sigi,Dolo Selatan,,-1.265581,119.840955
Apr/19,CARE,Other Sectors,Thank you note,Suggestion Box,Closed,Sigi,Dolo Selatan,,-1.265581,119.840955
Apr/19,CARE,Cash Assistance ,Information/Report,Suggestion Box,Closed,Sigi,Dolo Selatan,,-1.265581,119.840955
Apr/19,CARE,Cash Assistance ,Information/Report,Suggestion Box,Closed,Sigi,Dolo Selatan,,-1.265581,119.840955
Apr/19,CARE,Water and Sanitation,Information/Report,Suggestion Box,Closed,Sigi,Dolo Selatan,,-1.265581,119.840955
Apr/19,CARE,Water and Sanitation,Information/Report,Suggestion Box,Closed,Sigi,Dolo Selatan,,-1.265581,119.840955
Apr/19,CARE,Cash Assistance ,Information/Report,Suggestion Box,Closed,Sigi,Dolo Selatan,,-1.265581,119.840955
Apr/19,CARE,Other Sectors,Thank you note,Suggestion Box,Closed,Sigi,Dolo Selatan,,-1.265581,119.840955
Apr/19,CARE,Other Sectors,Thank you note,Suggestion Box,Closed,Sigi,Dolo Selatan,,-1.265581,119.840955
Apr/19,CARE,Other Sectors,Thank you note,Suggestion Box,Closed,Sigi,Dolo Selatan,,-1.265581,119.840955
Apr/19,CARE,Other Sectors,Thank you note,Suggestion Box,Closed,Sigi,Dolo Selatan,,-1.265581,119.840955
Apr/19,CARE,Other Sectors,Thank you note,Suggestion Box,Closed,Sigi,Dolo Selatan,,-1.265581,119.840955
Apr/19,CARE,Other Sectors,Thank you note,Suggestion Box,Closed,Sigi,Dolo Selatan,,-1.265581,119.840955
Apr/19,CARE,Cash Assistance ,Request for Assistances,Suggestion Box,Closed,Sigi,Dolo Selatan,,-1.265581,119.840955
Apr/19,CARE,Other Sectors,Thank you note,Suggestion Box,Closed,Sigi,Dolo Selatan,,-1.265581,119.840955
Apr/19,CARE,Other Sectors,Thank you note,Suggestion Box,Closed,Sigi,Dolo Selatan,,-1.265581,119.840955
Apr/19,CARE,Other Sectors,Request for Assistances,Suggestion Box,Closed,Sigi,Dolo Selatan,,-1.265581,119.840955
Apr/19,CARE,Other Sectors,Thank you note,Suggestion Box,Closed,Sigi,Dolo Selatan,,-1.265581,119.840955
Apr/19,CARE,Relief,Request for Assistances,Suggestion Box,Closed,Sigi,Dolo Selatan,,-1.265581,119.840955
Apr/19,CARE,Other Sectors,Thank you note,Suggestion Box,Closed,Sigi,Dolo Selatan,,-1.265581,119.840955
Apr/19,CARE,Cash Assistance ,Request for Assistances,Suggestion Box,Closed,Sigi,Dolo Selatan,,-1.265581,119.840955
Apr/19,CARE,Cash Assistance ,Request for Assistances,Suggestion Box,Closed,Sigi,Dolo Selatan,,-1.265581,119.840955
Apr/19,CARE,Water and Sanitation,Request for Assistances,Suggestion Box,Closed,Sigi,Dolo Selatan,,-1.265581,119.840955
Apr/19,CARE,Cash Assistance ,Information/Report,Suggestion Box,Closed,Sigi,Dolo Selatan,,-1.265581,119.840955
Apr/19,CARE,Other Sectors,Thank you note,Suggestion Box,Closed,Sigi,Dolo Selatan,,-1.265581,119.840955
Apr/19,CARE,Other Sectors,Thank you note,Suggestion Box,Closed,Sigi,Dolo Selatan,,-1.265581,119.840955
Apr/19,CARE,Other Sectors,Thank you note,Suggestion Box,Closed,Sigi,Dolo Selatan,,-1.265581,119.840955
Apr/19,CARE,Other Sectors,Thank you note,Suggestion Box,Closed,Sigi,Dolo Selatan,,-1.265581,119.840955
Apr/19,CARE,Other Sectors,Thank you note,Suggestion Box,Closed,Sigi,Dolo Selatan,,-1.265581,119.840955
Apr/19,CARE,Other Sectors,Thank you note,Suggestion Box,Closed,Sigi,Dolo Selatan,,-1.265581,119.840955
Apr/19,CARE,Other Sectors,Thank you note,Suggestion Box,Closed,Sigi,Dolo Selatan,,-1.265581,119.840955
Apr/19,CARE,Relief,Request for Assistances,Suggestion Box,Closed,Sigi,Dolo Selatan,,-1.265581,119.840955
Apr/19,CARE,Relief,Request for Assistances,Suggestion Box,Closed,Sigi,Dolo,,-1.0140311,119.867469
Apr/19,CARE,Other Sectors,Thank you note,Suggestion Box,Closed,Sigi,Dolo,,-1.0140311,119.867469
Apr/19,CARE,Other Sectors,Thank you note,Suggestion Box,Closed,Sigi,Dolo,,-1.0140311,119.867469
Apr/19,CARE,Relief,Request for Assistances,Suggestion Box,Closed,Sigi,Dolo,,-1.0140311,119.867469
Apr/19,CARE,Relief,Request for Assistances,Suggestion Box,Closed,Sigi,Dolo,,-1.0140311,119.867469
Apr/19,CARE,Other Sectors,Thank you note,Suggestion Box,Closed,Sigi,Dolo,,-1.0140311,119.867469
Apr/19,CARE,Other Sectors,Thank you note,Suggestion Box,Closed,Sigi,Dolo,,-1.0140311,119.867469
Apr/19,CARE,Relief,Request for Assistances,Suggestion Box,Closed,Sigi,Dolo,,-1.0140311,119.867469
Apr/19,CARE,Other Sectors,Thank you note,Suggestion Box,Closed,Sigi,Dolo,,-1.0140311,119.867469
Apr/19,CARE,Other Sectors,Thank you note,Suggestion Box,Closed,Sigi,Dolo,,-1.0140311,119.867469
Apr/19,CARE,Other Sectors,Thank you note,Suggestion Box,Closed,Sigi,Dolo,,-1.0140311,119.867469
Apr/19,CARE,Other Sectors,Thank you note,Suggestion Box,Closed,Sigi,Dolo,,-1.0140311,119.867469
Apr/19,CARE,Other Sectors,Thank you note,Suggestion Box,Closed,Sigi,Dolo,,-1.0140311,119.867469
Apr/19,CARE,Other Sectors,Thank you note,Suggestion Box,Closed,Sigi,Dolo,,-1.0140311,119.867469
Apr/19,CARE,Relief,Request for Assistances,Suggestion Box,Closed,Sigi,Dolo,,-1.0140311,119.867469
Apr/19,CARE,Water and Sanitation,Request for Assistances,Suggestion Box,Closed,Sigi,Dolo,,-1.0140311,119.867469
Apr/19,CARE,Relief,Request for Assistances,Suggestion Box,Closed,Sigi,Dolo,,-1.0140311,119.867469
Apr/19,CARE,Relief,Request for Assistances,Suggestion Box,Closed,Sigi,Dolo,,-1.0140311,119.867469
Apr/19,CARE,Water and Sanitation,Request for Assistances,Suggestion Box,Closed,Sigi,Dolo,,-1.0140311,119.867469
Apr/19,CARE,Water and Sanitation,Request for Assistances,Suggestion Box,Closed,Sigi,Dolo,,-1.0140311,119.867469
Apr/19,CARE,Water and Sanitation,Request for Assistances,Suggestion Box,Closed,Sigi,Dolo,,-1.0140311,119.867469
Apr/19,CARE,Relief,Request for Assistances,Suggestion Box,Closed,Sigi,Dolo Selatan,,-1.265581,119.840955
Apr/19,CARE,Other Sectors,Thank you note,Suggestion Box,Closed,Sigi,Dolo Selatan,,-1.265581,119.840955
Apr/19,CARE,Cash Assistance ,Information/Report,Suggestion Box,Closed,Sigi,Dolo Selatan,,-1.265581,119.840955
Apr/19,CARE,Relief,Request for Assistances,Suggestion Box,Closed,Sigi,Dolo Selatan,,-1.265581,119.840955
Apr/19,CARE,Other Sectors,Thank you note,Suggestion Box,Closed,Sigi,Dolo Selatan,,-1.265581,119.840955
Apr/19,CARE,Relief,Request for Assistances,Suggestion Box,Closed,Sigi,Dolo Selatan,,-1.265581,119.840955
Apr/19,CARE,Relief,Request for Assistances,Suggestion Box,Closed,Sigi,Dolo Selatan,,-1.265581,119.840955
Apr/19,CARE,Other Sectors,Request for Assistances,Suggestion Box,Closed,Sigi,Dolo Selatan,,-1.265581,119.840955
Apr/19,CARE,Relief,Request for Assistances,Suggestion Box,Closed,Sigi,Dolo Selatan,,-1.265581,119.840955
Apr/19,CARE,Other Sectors,Thank you note,Suggestion Box,Closed,Sigi,Dolo Selatan,,-1.265581,119.840955
Apr/19,CARE,Relief,Request for Assistances,Suggestion Box,Closed,Sigi,Dolo Selatan,,-1.265581,119.840955
Apr/19,CARE,Relief,Request for Assistances,Suggestion Box,Closed,Sigi,Dolo Selatan,,-1.265581,119.840955
Apr/19,CARE,Relief,Request for Assistances,Suggestion Box,Closed,Sigi,Dolo Selatan,,-1.265581,119.840955
Apr/19,CARE,Relief,Request for Assistances,Suggestion Box,Closed,Sigi,Dolo Selatan,,-1.265581,119.840955
Apr/19,CARE,Relief,Request for Assistances,Suggestion Box,Closed,Sigi,Dolo Selatan,,-1.265581,119.840955
Apr/19,CARE,Other Sectors,Thank you note,Suggestion Box,Closed,Sigi,Dolo Selatan,,-1.265581,119.840955
Apr/19,CARE,Other Sectors,Thank you note,Suggestion Box,Closed,Sigi,Dolo Selatan,,-1.265581,119.840955
Apr/19,CARE,Relief,Request for Assistances,Suggestion Box,Closed,Sigi,Dolo Selatan,,-1.265581,119.840955
Apr/19,CARE,Relief,Request for Assistances,Suggestion Box,Closed,Sigi,Dolo Selatan,,-1.265581,119.840955
Apr/19,CARE,Relief,Request for Assistances,Suggestion Box,Closed,Sigi,Dolo Selatan,,-1.265581,119.840955
Apr/19,CARE,Shelter and NFI,Request for Assistances,Suggestion Box,Closed,Sigi,Dolo Selatan,,-1.265581,119.840955
Apr/19,CARE,Shelter and NFI,Request for Assistances,Suggestion Box,Closed,Sigi,Dolo Selatan,,-1.265581,119.840955
Apr/19,CARE,Relief,Request for Assistances,Suggestion Box,Closed,Sigi,Dolo Selatan,,-1.265581,119.840955
Apr/19,CARE,Relief,Request for Assistances,Suggestion Box,Closed,Sigi,Dolo Selatan,,-1.265581,119.840955
Apr/19,CARE,Relief,Request for Assistances,Suggestion Box,Closed,Sigi,Dolo Selatan,,-1.265581,119.840955
Apr/19,CARE,Relief,Request for Assistances,Suggestion Box,Closed,Sigi,Dolo Selatan,,-1.265581,119.840955
Apr/19,CARE,Shelter and NFI,Request for Assistances,Suggestion Box,Closed,Sigi,Dolo Selatan,,-1.265581,119.840955
Apr/19,CARE,Other Sectors,Thank you note,Suggestion Box,Closed,Sigi,Dolo Selatan,,-1.265581,119.840955
Apr/19,CARE,Shelter and NFI,Request for Assistances,Suggestion Box,Closed,Sigi,Dolo Selatan,,-1.265581,119.840955
Apr/19,CARE,Shelter and NFI,Request for Assistances,Suggestion Box,Closed,Sigi,Dolo Selatan,,-1.265581,119.840955
Apr/19,CARE,Relief,Request for Assistances,Suggestion Box,Closed,Sigi,Dolo Selatan,,-1.265581,119.840955
Apr/19,CARE,Shelter and NFI,Request for Assistances,Suggestion Box,Closed,Sigi,Dolo Selatan,,-1.265581,119.840955
Apr/19,CARE,Shelter and NFI,Request for Assistances,Suggestion Box,Closed,Sigi,Dolo Selatan,,-1.265581,119.840955
Apr/19,CARE,Relief,Request for Assistances,Suggestion Box,Closed,Sigi,Dolo Selatan,,-1.265581,119.840955
Apr/19,CARE,Relief,Request for Assistances,Suggestion Box,Closed,Sigi,Dolo Selatan,,-1.265581,119.840955
Apr/19,CARE,Shelter and NFI,Request for Assistances,Suggestion Box,Closed,Sigi,Dolo Selatan,,-1.265581,119.840955
Apr/19,CARE,Shelter and NFI,Request for Assistances,Suggestion Box,Closed,Sigi,Dolo Selatan,,-1.265581,119.840955
Apr/19,CARE,Other Sectors,Thank you note,Suggestion Box,Closed,Sigi,Dolo Selatan,,-1.265581,119.840955
Apr/19,CARE,Shelter and NFI,Request for Assistances,Suggestion Box,Closed,Sigi,Dolo Selatan,,-1.265581,119.840955
Apr/19,CARE,Cash Assistance ,Request for Assistances,Suggestion Box,Closed,Sigi,Dolo Selatan,,-1.265581,119.840955
Apr/19,CARE,Shelter and NFI,Request for Assistances,Suggestion Box,Closed,Sigi,Dolo Selatan,,-1.265581,119.840955
Apr/19,CARE,Relief,Request for Assistances,Suggestion Box,Closed,Sigi,Dolo Selatan,,-1.265581,119.840955
Apr/19,CARE,Relief,Request for Assistances,Suggestion Box,Closed,Sigi,Dolo Selatan,,-1.265581,119.840955
Apr/19,CARE,Shelter and NFI,Request for Assistances,Suggestion Box,Closed,Sigi,Dolo Selatan,,-1.265581,119.840955
Apr/19,CARE,Relief,Request for Assistances,Suggestion Box,Closed,Sigi,Dolo Selatan,,-1.265581,119.840955
Apr/19,CARE,Relief,Request for Assistances,Suggestion Box,Closed,Sigi,Dolo Selatan,,-1.265581,119.840955
Apr/19,CARE,Other Sectors,Thank you note,Suggestion Box,Closed,Sigi,Dolo Selatan,,-1.265581,119.840955
Apr/19,CARE,Relief,Request for Assistances,Suggestion Box,Closed,Sigi,Dolo Selatan,,-1.265581,119.840955
Apr/19,CARE,Relief,Request for Assistances,Suggestion Box,Closed,Sigi,Dolo Selatan,,-1.265581,119.840955
Apr/19,CARE,Education,Request for Assistances,Suggestion Box,Closed,Sigi,Dolo Selatan,,-1.265581,119.840955
Apr/19,CARE,Relief,Request for Assistances,Suggestion Box,Closed,Sigi,Dolo Selatan,,-1.265581,119.840955
Apr/19,CARE,Shelter and NFI,Request for Assistances,Suggestion Box,Closed,Sigi,Dolo Selatan,,-1.265581,119.840955
Apr/19,CARE,Relief,Request for Assistances,Suggestion Box,Closed,Sigi,Dolo Selatan,,-1.265581,119.840955
Apr/19,CARE,Other Sectors,Thank you note,Suggestion Box,Closed,Sigi,Dolo Selatan,,-1.265581,119.840955
Apr/19,CARE,Relief,Request for Assistances,Suggestion Box,Closed,Sigi,Sigi Biromaru,,-0.9921679,119.970832
Apr/19,CARE,Relief,Request for Assistances,Suggestion Box,Closed,Sigi,Sigi Biromaru,,-0.9921679,119.970832
Apr/19,CARE,Relief,Request for Assistances,Suggestion Box,Closed,Sigi,Sigi Biromaru,,-0.9921679,119.970832
Apr/19,CARE,Relief,Request for Assistances,Suggestion Box,Closed,Sigi,Sigi Biromaru,,-0.9921679,119.970832
Apr/19,CARE,Cash Assistance ,Request for Assistances,Suggestion Box,Closed,Sigi,Sigi Biromaru,,-0.9921679,119.970832
Apr/19,CARE,Relief,Request for Assistances,Suggestion Box,Closed,Sigi,Sigi Biromaru,,-0.9921679,119.970832
Apr/19,CARE,Relief,Request for Assistances,Suggestion Box,Closed,Sigi,Sigi Biromaru,,-0.9921679,119.970832
Apr/19,CARE,Other Sectors,Thank you note,Suggestion Box,Closed,Sigi,Sigi Biromaru,,-0.9921679,119.970832
Apr/19,CARE,Health and Nutrition,Request for Assistances,Suggestion Box,Closed,Sigi,Sigi Biromaru,,-0.9921679,119.970832
Apr/19,CARE,Relief,Request for Assistances,Suggestion Box,Closed,Sigi,Sigi Biromaru,,-0.9921679,119.970832
Apr/19,CARE,Shelter and NFI,Request for Assistances,Suggestion Box,Closed,Sigi,Sigi Biromaru,,-0.9921679,119.970832
Apr/19,CARE,Relief,Request for Assistances,Suggestion Box,Closed,Sigi,Sigi Biromaru,,-0.9921679,119.970832
Apr/19,CARE,Relief,Request for Assistances,Suggestion Box,Closed,Sigi,Sigi Biromaru,,-0.9921679,119.970832
Apr/19,CARE,Relief,Request for Assistances,Suggestion Box,Closed,Sigi,Sigi Biromaru,,-0.9921679,119.970832
Apr/19,CARE,Relief,Request for Assistances,Suggestion Box,Closed,Sigi,Sigi Biromaru,,-0.9921679,119.970832
Apr/19,CARE,Shelter and NFI,Request for Assistances,Suggestion Box,Closed,Sigi,Sigi Biromaru,,-0.9921679,119.970832
Apr/19,CARE,Relief,Request for Assistances,Suggestion Box,Closed,Sigi,Sigi Biromaru,,-0.9921679,119.970832
Apr/19,CARE,Food Security and Livelihoods,Request for Assistances,Suggestion Box,Closed,Sigi,Sigi Biromaru,,-0.9921679,119.970832
Apr/19,CARE,Relief,Request for Assistances,Suggestion Box,Closed,Sigi,Sigi Biromaru,,-0.9921679,119.970832
